#gene_id	transcript_id	sprot_Top_BLASTX_hit	RNAMMER	prot_id	prot_coords	sprot_Top_BLASTP_hit	Pfam	SignalP	TmHMM	eggnog	Kegg	gene_ontology_BLASTX	gene_ontology_BLASTP	gene_ontology_Pfam	transcript	peptide
TRINITY_DN31_c0_g1	TRINITY_DN31_c0_g1_i1	C1TC_MOUSE^C1TC_MOUSE^Q:253-2,H:852-935^58.333%ID^E:2.1e-30^RecName: Full=C-1-tetrahydrofolate synthase, cytoplasmic;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus	.	.	.	.	.	.	.	.	KEGG:mmu:108156	GO:0005829^cellular_component^cytosol`GO:0005739^cellular_component^mitochondrion`GO:0005524^molecular_function^ATP binding`GO:0004329^molecular_function^formate-tetrahydrofolate ligase activity`GO:0004477^molecular_function^methenyltetrahydrofolate cyclohydrolase activity`GO:0004487^molecular_function^methylenetetrahydrofolate dehydrogenase (NAD+) activity`GO:0004488^molecular_function^methylenetetrahydrofolate dehydrogenase (NADP+) activity`GO:0004486^molecular_function^methylenetetrahydrofolate dehydrogenase [NAD(P)+] activity`GO:0009257^biological_process^10-formyltetrahydrofolate biosynthetic process`GO:0007507^biological_process^heart development`GO:0000105^biological_process^histidine biosynthetic process`GO:0009086^biological_process^methionine biosynthetic process`GO:0006555^biological_process^methionine metabolic process`GO:0001843^biological_process^neural tube closure`GO:0001780^biological_process^neutrophil homeostasis`GO:0006730^biological_process^one-carbon metabolic process`GO:0006164^biological_process^purine nucleotide biosynthetic process`GO:0009070^biological_process^serine family amino acid biosynthetic process`GO:0009069^biological_process^serine family amino acid metabolic process`GO:0061053^biological_process^somite development`GO:0035999^biological_process^tetrahydrofolate interconversion`GO:0019346^biological_process^transsulfuration	.	.	.	.
TRINITY_DN21_c0_g1	TRINITY_DN21_c0_g1_i1	ISPH_GLOC7^ISPH_GLOC7^Q:3-209,H:235-303^63.768%ID^E:6.23e-26^RecName: Full=4-hydroxy-3-methylbut-2-enyl diphosphate reductase {ECO:0000255|HAMAP-Rule:MF_00191};^Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Aphanothecaceae; Gloeothece; Gloeothece citriformis	.	.	.	.	.	.	.	COG0761^Converts 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate into isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP) (By similarity)	KEGG:cyc:PCC7424_4926	GO:0051539^molecular_function^4 iron, 4 sulfur cluster binding`GO:0051745^molecular_function^4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity`GO:0046872^molecular_function^metal ion binding`GO:0050992^biological_process^dimethylallyl diphosphate biosynthetic process`GO:0019288^biological_process^isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway`GO:0016114^biological_process^terpenoid biosynthetic process	.	.	.	.
TRINITY_DN29_c0_g1	TRINITY_DN29_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN29_c0_g1	TRINITY_DN29_c0_g1_i2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN26_c0_g1	TRINITY_DN26_c0_g1_i1	DCVR_CUCSA^DCVR_CUCSA^Q:440-66,H:276-407^40.299%ID^E:2.5e-27^RecName: Full=Divinyl chlorophyllide a 8-vinyl-reductase, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Cucurbitales; Cucurbitaceae; Benincaseae; Cucumis	.	TRINITY_DN26_c0_g1_i1.p1	3-440[-]	DCVR_CUCSA^DCVR_CUCSA^Q:1-125,H:276-407^40.299%ID^E:2.25e-27^RecName: Full=Divinyl chlorophyllide a 8-vinyl-reductase, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Cucurbitales; Cucurbitaceae; Benincaseae; Cucumis	.	.	.	.	KEGG:csv:101218189	GO:0009507^cellular_component^chloroplast`GO:0033728^molecular_function^divinyl chlorophyllide a 8-vinyl-reductase activity`GO:0015995^biological_process^chlorophyll biosynthetic process	GO:0009507^cellular_component^chloroplast`GO:0033728^molecular_function^divinyl chlorophyllide a 8-vinyl-reductase activity`GO:0015995^biological_process^chlorophyll biosynthetic process	.	.	.
TRINITY_DN79_c0_g1	TRINITY_DN79_c0_g1_i1	SYDC1_ARATH^SYDC1_ARATH^Q:1-276,H:233-323^71.739%ID^E:4.22e-38^RecName: Full=Aspartate--tRNA ligase 1, cytoplasmic {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis	.	.	.	.	.	.	.	.	KEGG:ath:AT4G26870	GO:0017101^cellular_component^aminoacyl-tRNA synthetase multienzyme complex`GO:0005829^cellular_component^cytosol`GO:0009506^cellular_component^plasmodesma`GO:0004815^molecular_function^aspartate-tRNA ligase activity`GO:0005524^molecular_function^ATP binding`GO:0003677^molecular_function^DNA binding`GO:0046872^molecular_function^metal ion binding`GO:0003723^molecular_function^RNA binding`GO:0006422^biological_process^aspartyl-tRNA aminoacylation`GO:0046686^biological_process^response to cadmium ion	.	.	.	.
TRINITY_DN64_c0_g1	TRINITY_DN64_c0_g1_i1	DLDH_DICDI^DLDH_DICDI^Q:4-315,H:277-380^65.385%ID^E:2.46e-38^RecName: Full=Dihydrolipoyl dehydrogenase, mitochondrial;^Eukaryota; Amoebozoa; Evosea; Eumycetozoa; Dictyostelia; Dictyosteliales; Dictyosteliaceae; Dictyostelium	.	TRINITY_DN64_c0_g1_i1.p1	1-318[+]	DLDH_DICDI^DLDH_DICDI^Q:2-105,H:277-380^65.385%ID^E:2.21e-38^RecName: Full=Dihydrolipoyl dehydrogenase, mitochondrial;^Eukaryota; Amoebozoa; Evosea; Eumycetozoa; Dictyostelia; Dictyosteliales; Dictyosteliaceae; Dictyostelium	.	.	.	.	KEGG:ddi:DDB_G0291648	GO:0031012^cellular_component^extracellular matrix`GO:0005759^cellular_component^mitochondrial matrix`GO:0005967^cellular_component^mitochondrial pyruvate dehydrogenase complex`GO:0005739^cellular_component^mitochondrion`GO:0045252^cellular_component^oxoglutarate dehydrogenase complex`GO:0045335^cellular_component^phagocytic vesicle`GO:0004148^molecular_function^dihydrolipoyl dehydrogenase activity`GO:0050660^molecular_function^flavin adenine dinucleotide binding`GO:0045454^biological_process^cell redox homeostasis`GO:0006546^biological_process^glycine catabolic process`GO:0006550^biological_process^isoleucine catabolic process`GO:0006564^biological_process^L-serine biosynthetic process`GO:0006552^biological_process^leucine catabolic process`GO:0055114^biological_process^obsolete oxidation-reduction process`GO:0006574^biological_process^valine catabolic process	GO:0031012^cellular_component^extracellular matrix`GO:0005759^cellular_component^mitochondrial matrix`GO:0005967^cellular_component^mitochondrial pyruvate dehydrogenase complex`GO:0005739^cellular_component^mitochondrion`GO:0045252^cellular_component^oxoglutarate dehydrogenase complex`GO:0045335^cellular_component^phagocytic vesicle`GO:0004148^molecular_function^dihydrolipoyl dehydrogenase activity`GO:0050660^molecular_function^flavin adenine dinucleotide binding`GO:0045454^biological_process^cell redox homeostasis`GO:0006546^biological_process^glycine catabolic process`GO:0006550^biological_process^isoleucine catabolic process`GO:0006564^biological_process^L-serine biosynthetic process`GO:0006552^biological_process^leucine catabolic process`GO:0055114^biological_process^obsolete oxidation-reduction process`GO:0006574^biological_process^valine catabolic process	.	.	.
TRINITY_DN52_c0_g1	TRINITY_DN52_c0_g1_i1	GLNA3_BUTFI^GLNA3_BUTFI^Q:178-2,H:344-402^49.153%ID^E:4.18e-13^RecName: Full=Glutamine synthetase {ECO:0000303|PubMed:8103789};^Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Butyrivibrio	.	.	.	.	.	.	.	.	.	GO:0005737^cellular_component^cytoplasm`GO:0005524^molecular_function^ATP binding`GO:0004356^molecular_function^glutamate-ammonia ligase activity`GO:0046872^molecular_function^metal ion binding`GO:0006807^biological_process^nitrogen compound metabolic process	.	.	.	.
TRINITY_DN23_c0_g1	TRINITY_DN23_c0_g1_i1	FCP_CHAMQ^FCP_CHAMQ^Q:214-89,H:55-99^53.333%ID^E:7.86e-09^RecName: Full=Fucoxanthin-chlorophyll a-c binding protein, chloroplastic {ECO:0000305};^Eukaryota; Sar; Stramenopiles; Ochrophyta; Raphidophyceae; Chattonellales; Chattonellaceae; Chattonella	.	.	.	.	.	.	.	.	.	GO:0009535^cellular_component^chloroplast thylakoid membrane`GO:0016168^molecular_function^chlorophyll binding`GO:0009765^biological_process^photosynthesis, light harvesting`GO:0018298^biological_process^protein-chromophore linkage	.	.	.	.
TRINITY_DN84_c0_g1	TRINITY_DN84_c0_g1_i1	DBP5_PICST^DBP5_PICST^Q:411-10,H:364-495^49.254%ID^E:1.3e-29^RecName: Full=ATP-dependent RNA helicase DBP5;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Debaryomycetaceae; Scheffersomyces	.	TRINITY_DN84_c0_g1_i1.p1	4-414[-]	DBP5_PICST^DBP5_PICST^Q:2-135,H:364-495^49.254%ID^E:1.34e-40^RecName: Full=ATP-dependent RNA helicase DBP5;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Debaryomycetaceae; Scheffersomyces	.	.	.	.	KEGG:pic:PICST_53355	GO:0005737^cellular_component^cytoplasm`GO:0031965^cellular_component^nuclear membrane`GO:0005643^cellular_component^nuclear pore`GO:0005524^molecular_function^ATP binding`GO:0003723^molecular_function^RNA binding`GO:0003724^molecular_function^RNA helicase activity`GO:0051028^biological_process^mRNA transport`GO:0015031^biological_process^protein transport	GO:0005737^cellular_component^cytoplasm`GO:0031965^cellular_component^nuclear membrane`GO:0005643^cellular_component^nuclear pore`GO:0005524^molecular_function^ATP binding`GO:0003723^molecular_function^RNA binding`GO:0003724^molecular_function^RNA helicase activity`GO:0051028^biological_process^mRNA transport`GO:0015031^biological_process^protein transport	.	.	.
TRINITY_DN70_c0_g1	TRINITY_DN70_c0_g1_i1	S2534_DANRE^S2534_DANRE^Q:306-13,H:209-310^34.314%ID^E:2.88e-15^RecName: Full=Solute carrier family 25 member 34;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Danionidae; Danioninae; Danio	.	TRINITY_DN70_c0_g1_i1.p1	1-309[-]	S2534_DANRE^S2534_DANRE^Q:2-99,H:209-310^34.314%ID^E:2.6e-15^RecName: Full=Solute carrier family 25 member 34;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Danionidae; Danioninae; Danio	.	.	.	.	KEGG:dre:393552	GO:0016021^cellular_component^integral component of membrane`GO:0005743^cellular_component^mitochondrial inner membrane	GO:0016021^cellular_component^integral component of membrane`GO:0005743^cellular_component^mitochondrial inner membrane	.	.	.
TRINITY_DN86_c0_g1	TRINITY_DN86_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN97_c0_g1	TRINITY_DN97_c0_g1_i1	HSP70_ONCVO^HSP70_ONCVO^Q:3-572,H:131-321^67.539%ID^E:6.48e-80^RecName: Full=Heat shock 70 kDa protein;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Spirurina; Spiruromorpha; Filarioidea; Onchocercidae; Onchocerca	.	TRINITY_DN97_c0_g1_i1.p1	3-575[+]	HSP70_ONCVO^HSP70_ONCVO^Q:1-190,H:131-321^67.539%ID^E:1.59e-91^RecName: Full=Heat shock 70 kDa protein;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Spirurina; Spiruromorpha; Filarioidea; Onchocercidae; Onchocerca	.	.	.	.	.	GO:0005524^molecular_function^ATP binding	GO:0005524^molecular_function^ATP binding	.	.	.
TRINITY_DN46_c0_g1	TRINITY_DN46_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN43_c0_g1	TRINITY_DN43_c0_g1_i1	GLT1_SCHPO^GLT1_SCHPO^Q:233-12,H:1953-2031^53.165%ID^E:3.9e-19^RecName: Full=Putative glutamate synthase [NADPH];^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces	.	.	.	.	.	.	.	.	KEGG:spo:SPAPB1E7.07	GO:0005829^cellular_component^cytosol`GO:0005739^cellular_component^mitochondrion`GO:0051538^molecular_function^3 iron, 4 sulfur cluster binding`GO:0050660^molecular_function^flavin adenine dinucleotide binding`GO:0010181^molecular_function^FMN binding`GO:0016040^molecular_function^glutamate synthase (NADH) activity`GO:0004355^molecular_function^glutamate synthase (NADPH) activity`GO:0015930^molecular_function^glutamate synthase activity`GO:0005506^molecular_function^iron ion binding`GO:0016491^molecular_function^oxidoreductase activity`GO:0019676^biological_process^ammonia assimilation cycle`GO:0006537^biological_process^glutamate biosynthetic process`GO:0036267^biological_process^invasive filamentous growth`GO:0097054^biological_process^L-glutamate biosynthetic process	.	.	.	.
TRINITY_DN2_c0_g1	TRINITY_DN2_c0_g1_i1	GRPE_SCHPO^GRPE_SCHPO^Q:357-1,H:101-222^51.639%ID^E:7.12e-34^RecName: Full=GrpE protein homolog, mitochondrial;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces	.	TRINITY_DN2_c0_g1_i1.p2	1-360[-]	GRPE_SCHPO^GRPE_SCHPO^Q:2-120,H:101-222^51.639%ID^E:6.41e-34^RecName: Full=GrpE protein homolog, mitochondrial;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces	.	.	.	.	KEGG:spo:SPBC3B9.19	GO:0005759^cellular_component^mitochondrial matrix`GO:0001405^cellular_component^PAM complex, Tim23 associated import motor`GO:0000774^molecular_function^adenyl-nucleotide exchange factor activity`GO:0051087^molecular_function^chaperone binding`GO:0042803^molecular_function^protein homodimerization activity`GO:0051082^molecular_function^unfolded protein binding`GO:0044571^biological_process^[2Fe-2S] cluster assembly`GO:0006457^biological_process^protein folding`GO:0030150^biological_process^protein import into mitochondrial matrix	GO:0005759^cellular_component^mitochondrial matrix`GO:0001405^cellular_component^PAM complex, Tim23 associated import motor`GO:0000774^molecular_function^adenyl-nucleotide exchange factor activity`GO:0051087^molecular_function^chaperone binding`GO:0042803^molecular_function^protein homodimerization activity`GO:0051082^molecular_function^unfolded protein binding`GO:0044571^biological_process^[2Fe-2S] cluster assembly`GO:0006457^biological_process^protein folding`GO:0030150^biological_process^protein import into mitochondrial matrix	.	.	.
TRINITY_DN53_c0_g1	TRINITY_DN53_c0_g1_i1	RRAGA_DICDI^RRAGA_DICDI^Q:277-20,H:211-296^66.279%ID^E:4.58e-35^RecName: Full=Ras-related GTP-binding protein A {ECO:0000305};^Eukaryota; Amoebozoa; Evosea; Eumycetozoa; Dictyostelia; Dictyosteliales; Dictyosteliaceae; Dictyostelium	.	.	.	.	.	.	.	.	KEGG:ddi:DDB_G0288701	GO:0034448^cellular_component^EGO complex`GO:1990131^cellular_component^Gtr1-Gtr2 GTPase complex`GO:0005764^cellular_component^lysosome`GO:0005634^cellular_component^nucleus`GO:0005525^molecular_function^GTP binding`GO:0003924^molecular_function^GTPase activity`GO:0071230^biological_process^cellular response to amino acid stimulus`GO:0009267^biological_process^cellular response to starvation`GO:0006817^biological_process^phosphate ion transport`GO:0032008^biological_process^positive regulation of TOR signaling`GO:0010506^biological_process^regulation of autophagy	.	.	.	.
TRINITY_DN53_c0_g1	TRINITY_DN53_c0_g1_i2	RRAGA_DICDI^RRAGA_DICDI^Q:277-20,H:211-296^66.279%ID^E:4.58e-35^RecName: Full=Ras-related GTP-binding protein A {ECO:0000305};^Eukaryota; Amoebozoa; Evosea; Eumycetozoa; Dictyostelia; Dictyosteliales; Dictyosteliaceae; Dictyostelium	.	.	.	.	.	.	.	.	KEGG:ddi:DDB_G0288701	GO:0034448^cellular_component^EGO complex`GO:1990131^cellular_component^Gtr1-Gtr2 GTPase complex`GO:0005764^cellular_component^lysosome`GO:0005634^cellular_component^nucleus`GO:0005525^molecular_function^GTP binding`GO:0003924^molecular_function^GTPase activity`GO:0071230^biological_process^cellular response to amino acid stimulus`GO:0009267^biological_process^cellular response to starvation`GO:0006817^biological_process^phosphate ion transport`GO:0032008^biological_process^positive regulation of TOR signaling`GO:0010506^biological_process^regulation of autophagy	.	.	.	.
TRINITY_DN74_c0_g1	TRINITY_DN74_c0_g1_i1	SEP2_EMIHU^SEP2_EMIHU^Q:5-202,H:64-131^61.765%ID^E:4.88e-20^RecName: Full=Protein disulfide-isomerase-like protein EhSep2;^Eukaryota; Haptista; Haptophyta; Prymnesiophyceae; Isochrysidales; Noelaerhabdaceae; Emiliania	.	.	.	.	.	.	.	.	.	GO:0005783^cellular_component^endoplasmic reticulum`GO:0005788^cellular_component^endoplasmic reticulum lumen`GO:0003756^molecular_function^protein disulfide isomerase activity	.	.	.	.
TRINITY_DN15_c0_g1	TRINITY_DN15_c0_g1_i1	DGDG1_SOYBN^DGDG1_SOYBN^Q:279-1,H:598-691^58.511%ID^E:2.28e-30^RecName: Full=Digalactosyldiacylglycerol synthase 1, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; 50 kb inversion clade; NPAAA clade; indigoferoid/millettioid clade; Phaseoleae; Glycine; Glycine subgen. Soja	.	.	.	.	.	.	.	.	.	GO:0009707^cellular_component^chloroplast outer membrane`GO:0043661^cellular_component^peribacteroid membrane`GO:0046481^molecular_function^digalactosyldiacylglycerol synthase activity`GO:0035250^molecular_function^UDP-galactosyltransferase activity`GO:0019375^biological_process^galactolipid biosynthetic process`GO:0009877^biological_process^nodulation	.	.	.	.
TRINITY_DN72_c0_g1	TRINITY_DN72_c0_g1_i1	RS31_XENLA^RS31_XENLA^Q:560-30,H:45-221^73.446%ID^E:1.72e-91^RecName: Full=40S ribosomal protein S3-A;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus	.	TRINITY_DN72_c0_g1_i1.p1	3-563[-]	RS31_XENLA^RS31_XENLA^Q:2-186,H:45-229^71.892%ID^E:1.56e-94^RecName: Full=40S ribosomal protein S3-A;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus	.	.	.	.	KEGG:xla:444841	GO:0005743^cellular_component^mitochondrial inner membrane`GO:0005730^cellular_component^nucleolus`GO:0015935^cellular_component^small ribosomal subunit`GO:0005819^cellular_component^spindle`GO:0140078^molecular_function^class I DNA-(apurinic or apyrimidinic site) endonuclease activity`GO:0003677^molecular_function^DNA binding`GO:0003723^molecular_function^RNA binding`GO:0003735^molecular_function^structural constituent of ribosome`GO:0006915^biological_process^apoptotic process`GO:0007049^biological_process^cell cycle`GO:0051301^biological_process^cell division`GO:0006281^biological_process^DNA repair`GO:0006417^biological_process^regulation of translation`GO:0006412^biological_process^translation	GO:0005743^cellular_component^mitochondrial inner membrane`GO:0005730^cellular_component^nucleolus`GO:0015935^cellular_component^small ribosomal subunit`GO:0005819^cellular_component^spindle`GO:0140078^molecular_function^class I DNA-(apurinic or apyrimidinic site) endonuclease activity`GO:0003677^molecular_function^DNA binding`GO:0003723^molecular_function^RNA binding`GO:0003735^molecular_function^structural constituent of ribosome`GO:0006915^biological_process^apoptotic process`GO:0007049^biological_process^cell cycle`GO:0051301^biological_process^cell division`GO:0006281^biological_process^DNA repair`GO:0006417^biological_process^regulation of translation`GO:0006412^biological_process^translation	.	.	.
TRINITY_DN90_c0_g1	TRINITY_DN90_c0_g1_i1	Y2764_PSEU5^Y2764_PSEU5^Q:258-1,H:117-202^54.651%ID^E:1.91e-28^RecName: Full=Putative hydro-lyase PST_2764 {ECO:0000255|HAMAP-Rule:MF_01830};^Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas	.	.	.	.	.	.	.	COG4336^UPF0317 protein	KEGG:psa:PST_2764	GO:0016829^molecular_function^lyase activity	.	.	.	.
